"codigo";"Marca";"descripcion";"cantidad";"precio"
"52";"(Ref: 267779)";"Champion Dog";"Galletas Clásicas Horneadas para Perro Adulto Caja";"250 g";"$1.190"
"53";"(Ref: 560228)";"Buddy Pet";"Bolsas Sanitarias para Perros";"4 Rollos de 20 Un c/u";"$1.690"
"54";"(Ref: 673048)";"Cannes";"Alimento Húmedo Para Perro Adulto Sabor Pollo Bolsa";"100 g";"$450"
"55";"(Ref: 673049)";"Cannes";"Alimento Húmedo Para Perro Adulto Sabor Carne Bolsa";"100 g";"$450"
"56";"(Ref: 673047)";"Cannes";"Alimento Húmedo Para Perro Cachorro Sabor Carne Bolsa";"85 g";"$450"
"57";"(Ref: 447504)";"Master Dog";"Alimento para Perros Adultos Trocitos Jugosos Sabor Pollo, Arroz y Verduras Sobre";"100 g";"$460"
"58";"(Ref: 520235)";"Master Dog";"Trocitos Jugosos Cachorro Sobre";"85 g";"$460"
"59";"(Ref: 447507)";"Master Dog";"Alimento para Perros Adultos Trocitos Jugosos Sabor Carne, Arroz y Verduras Sobre";"100 g";"$460"
"60";"(Ref: 645004)";"Champion Dog";"Alimento Húmedo Cachorro Sabor Pollo";"100 g";"$470"
"61";"(Ref: 513674)";"Champion Dog";"Trocitos en Salsa Carne y Vegetales Sobre";"100 g";"$470"
"62";"(Ref: 645005)";"Champion Dog";"Alimento Húmedo Razas Pequeñas Sabor Cordero";"100 g";"$470"
"63";"(Ref: 513673)";"Champion Dog";"Trocitos en Salsa Pollo Sobre";"100 g";"$470"
"64";"(Ref: 645006)";"Champion Dog";"Alimento Húmedo Razas Pequeñas Sabor Pavo";"100 g";"$470"
"65";"(Ref: 255231)";"Pedigree";"Alimento Húmedo Sabor Carne para Perro Cachorro Sobre";"85 g";"$500"
"66";"(Ref: 683048)";"Pedigree";"Alimento Húmedo Perro Senior Sabor Carne Sobre";"100 g";"$500"
"67";"(Ref: 255217)";"Pedigree";"Alimento Húmedo Pollo Perro Adulto Razas Pequeños";"100 g";"$500"
"68";"(Ref: 549863)";"Dog Chow";"Trozos Jugosos Perro Adulto Cena de Carne";"100 g";"$510"
"69";"(Ref: 659737)";"Dog Chow";"Alimento Húmedo para Perro Adulto Razas Pequeñas Festival de Salmón";"100 g";"$510"
"70";"(Ref: 659736)";"Dog Chow";"Alimento Húmedo para Adulto Razas Pequeñas Buffete de Pavo y Pollo";"100 g";"$510"
"71";"(Ref: 549866)";"Dog Chow";"Trozos Jugosos Perro Adulto Cena de Pavo";"100 g";"$510"
"72";"(Ref: 659738)";"Dog Chow";"Purina Cachorro Razas Pequeñas Trozos Jugosos de Carne, Leche y Arroz";"100 g";"$510"
"73";"(Ref: 645734)";"Dog Chow";"Alimento Humedo Cordero para Perros";"100 g";"$510"
"74";"(Ref: 645736)";"Dog Chow";"Alimento Humedo Pollo para Perro";"100 g";"$510"
"75";"(Ref: 549864)";"Dog Chow";"Trozos Jugosos de Pollo Cachorro";"100 g";"$510"
"76";"(Ref: 419674)";"Cachupin";"Galletas para Perros Horneadas";"220 g";"$690"
"77";"(Ref: 269718)";"Sabro Kan";"Galletón Cachorro Doypack";"220 g";"$690"
"78";"(Ref: 580663)";"Master Dog";"Alimento Húmedo Perro Cachorro Sabor Carne";"250 g";"$790"
"79";"(Ref: 560450)";"Buddy Pet";"Papas Fritas para Perro Cuero Natural";"3 Un";"$790"
"80";"(Ref: 580661)";"Master Dog";"Alimento Húmedo Perro Adulto Sabor Carne Pote";"250 g";"$790"
"81";"(Ref: 443670)";"Cannes";"Galletas de Leche";"200 g";"$790"
"82";"(Ref: 580662)";"Master Dog";"Alimento Húmedo Perro Adulto Sabor Pollo Pote";"250 g";"$790"
"83";"(Ref: 528527)";"Cannes";"Snack Filetitos Sabor Lomo Asado Doypack 75 g";"75 g";"$850"
"84";"(Ref: 528528)";"Cannes";"Snack Sabor Costillas Ribs Doypack 65 g";"65 g";"$850"
"85";"(Ref: 560446)";"Buddy Pet";"Hueso para Perro 3-4";"";"$890"
"86";"(Ref: 266416)";"Champion Dog";"Galletas para Cachorro sabor Tradicional Sachet";"220 g";"$890"
"87";"(Ref: 560212)";"Buddy Pet";"Juguete para Perros Vinilo";"";"$890"
"88";"(Ref: 544663)";"Champion Dog";"Snack Perro Adulto Cuidado Dental Bolsa";"58 g";"$890"
"89";"(Ref: 544662)";"Champion Dog";"Snack Perro Adulto Raza Pequeña Cuidado Dental Bolsa";"39 g";"$890"
"90";"(Ref: 607921)";"Duro de Roer";"Snack Huesitos Sabor Carne";"3 Un";"$950"
"91";"(Ref: 471872)";"Dog Chow";"Snacks Abrazzos Tartitas";"75 g";"$950"
"92";"(Ref: 471871)";"Dog Chow";"Snacks Abrazzos Mix de Frutas";"75 g";"$950"
"93";"(Ref: 488805)";"Doguitos";"Snacks para Perros Bife de Chorizo";"45 g";"$950"
"94";"(Ref: 488803)";"Doguitos";"Snacks para Perros Medallones de Carne";"65 g";"$950"
"95";"(Ref: 607920)";"Duro de Roer";"Snack Hueso Sabor Carne";"1 Un";"$950"
"96";"(Ref: 519019)";"Pedigree";"Snack Perro Sabor Carne Bolsa";"70 g";"$950"
"97";"(Ref: 488802)";"Doguitos";"Snacks para Perros Churrasco de Carne";"65 g";"$950"
"98";"(Ref: 629115)";"Master Dog";"Salsa Pet para Perros Sabor Cordero Magallánico";"300 g";"$980"
"99";"(Ref: 629113)";"Master Dog";"Salsa Pet para Perros Sabor Carne al Jugo";"300 g";"$980"
"100";"(Ref: 608975)";"Felix";"Snack Travesuras Bocaditos Ocean Mix";"60 g";"$980"
"101";"(Ref: 608974)";"Felix";"Snack Travesuras Bocaditos Original Mix";"60 g";"$980"
"102";"(Ref: 519022)";"Pedigree";"Dentastix Cuidado Dientes Razas Medianas 3 Un) Bolsa";"77 g";"$990"
"103";"(Ref: 519036)";"Pedigree";"Cuidado Oral para Perros Razas Pequeñas 3 Un) Bolsa";"45 g";"$990"
"104";"(Ref: 671635)";"Bionic";"Alimento Seco Perro Razas Pequeñas Sabor Carne";"1 Kg";"$1.000"
"105";"(Ref: 562123)";"Pedigree";"Paté para Cachorro Sabor Carne y Pollo Tarro";"280 g";"$1.050"
"106";"(Ref: 562122)";"Pedigree";"Paté Perro Adulto Sabor Carne Tarro";"280 g";"$1.050"
"107";"(Ref: 562121)";"Pedigree";"Paté Perro Adulto Sabor Pollo Tarro";"280 g";"$1.050"
"108";"(Ref: 673627)";"Cannes";"Alimento Húmedo Perro Adulto Sabor Carne";"375 g";"$1.050"
"109";"(Ref: 673046)";"Cannes";"Alimento Húmedo Cachorro Sabor Carne";"375 g";"$1.050"
"110";"(Ref: 519025)";"Pedigree";"Rodeo Snack Perro Sabor Pollo 4 Un) Bolsa";"70 g";"$1.060"
"111";"(Ref: 506724)";"Champion Dog";"Rollitos Perro Adulto Sabor Pollo Bolsa";"65 g";"$1.090"
"112";"(Ref: 506725)";"Champion Dog";"Snack Mix Raza Pequeña Bolsa";"65 g";"$1.090"
"113";"(Ref: 506723)";"Champion Dog";"Snack Mix Perro Adulto Sabor Carne Bolsa";"65 g";"$1.090"
"114";"(Ref: 638862)";"Champion Dog";"Snack Platano Frutilla";"65 g";"$1.090"
"115";"(Ref: 618961)";"Buddy Pet";"Plato para Perro Redondo Perlado Tamaño L";"";"$1.090"
"116";"(Ref: 638860)";"Champion Dog";"Snack Manzana Pera";"65 g";"$1.090"
"117";"(Ref: 560586)";"Buddy Pet";"Collar de Nylon para Gato con Campana";"";"$1.150"
"118";"(Ref: 625554)";"Master Dog";"Snack para Perros Adultos Tocinitos";"65 g";"$1.150"
"119";"(Ref: 625187)";"Master Dog";"Md Rollitos";"50 g";"$1.150"
"120";"(Ref: 266436)";"Champion Dog";"Alimento Húmedo Sabor Carne para Perro Cachorro Lata";"315 g";"$1.190"
"121";"(Ref: 266425)";"Champion Dog";"Alimento Húmedo Adultos Sabor Pollo y CerealesLata";"315 g";"$1.190"
"122";"(Ref: 467645)";"Champion Dog";"Galleta Perro Clásica Razas Pequeñas Doypack";"220 g";"$1.190"
"123";"(Ref: 269728)";"Champion Dog";"Alimento Húmedo Perro Adulto sabor Carne Cereales";"315 g";"$1.190"
"124";"(Ref: 638864)";"Champion Dog";"Alimento Húmedo Pollo Pavo";"400 g";"$1.290"
"125";"(Ref: 638863)";"Champion Dog";"Alimento Húmedo Carne Cordero";"400 g";"$1.290"
"126";"(Ref: 443674)";"Cannes";"Salsa Casera Sabor Asado de Tira Botella";"350 ml";"$1.390"
"127";"(Ref: 443675)";"Cannes";"Salsa Casera Sabor Tocino Botella";"350 ml";"$1.390"
"128";"(Ref: 560213)";"Buddy Pet";"Juguete para Perros Látex";"";"$1.390"
"129";"(Ref: 560655)";"Buddy Pet";"Snack Perros Sabor Cerdo Ahumado";"";"$1.390"
"130";"(Ref: 560199)";"Buddy Pet";"Cuerda Elástica más Pelota para Perros";"";"$1.390"
"131";"(Ref: 560201)";"Buddy Pet";"Pelotas para Perros";"3 Un";"$1.490"
"132";"(Ref: 560447)";"Buddy Pet";"Hueso para Perro 5-6";"";"$1.490"
"133";"(Ref: 560203)";"Buddy Pet";"Pelota con Cuerda para Perros";"";"$1.490"
"134";"(Ref: 657098)";"Dog Chow";"Alimento Húmedo Trozo Pollo";"369 g";"$1.490"
"135";"(Ref: 560454)";"Buddy Pet";"Hueso Sabor Hígado para Perro 4-5";"";"$1.490"
"136";"(Ref: 560457)";"Buddy Pet";"Hueso Sabor Pollo para Perro 4-5";"";"$1.490"
"137";"(Ref: 560451)";"Buddy Pet";"Hueso Sabor Carne para Perro 4-5";"";"$1.490"
"138";"(Ref: 594954)";"Buddy Pet";"Broche Triple Sabores";"6 Un";"$1.490"
"139";"(Ref: 594956)";"Buddy Pet";"Palitos Masticables de Cuero de Vacuno Sabor Pollo Cuidado Dental";"10 Un";"$1.550"
"140";"(Ref: 625548)";"Master Dog";"Master Dog Huesitos";"65 g";"$1.590"
"141";"(Ref: 686509)";"Buddy Pet";"Buddy Dental Stick";"100 g";"$1.590"
"142";"(Ref: 560273)";"Buddy Pet";"Collar Ajustable para Perro Diseño 1 Talla S";"";"$1.590"
"143";"(Ref: 560587)";"Buddy Pet";"Collar Brillante para Gato con Campana";"";"$1.590"
"144";"(Ref: 646137)";"Dingo";"Snack Dental Sticks Real Chiken (10 Un)";"1 Un";"$1.650"
"145";"(Ref: 646136)";"Dingo";"Snack Munchy Stick Real Chiken (10 Un)";"1 Un";"$1.650"
"146";"(Ref: 676081)";"Champion Dog";"Galletas Rellenas Perro Adulto";"65 g";"$1.690"
"147";"(Ref: 676082)";"Champion Dog";"Huesitos Envueltos Perro Adulto";"65 g";"$1.690"
"148";"(Ref: 560308)";"Buddy Pet";"Collar para Perro con Pañuelo Talla S";"";"$1.790"
"149";"(Ref: 686508)";"Buddy Pet";"Tiritas de Cordero";"100 g";"$1.850"
"150";"(Ref: 686506)";"Buddy Pet";"Cubos de Salmón";"100 g";"$1.850"
"151";"(Ref: 686507)";"Buddy Pet";"Corazones de Pollo con Queso";"100 g";"$1.850"
"152";"(Ref: 618960)";"Buddy Pet";"Plato Doble para Perro Tamaño L";"";"$1.890"
"153";"(Ref: 471870)";"Dog Chow";"Snacks Perros Abrazzos Integral Junior Caja";"300 g";"$1.890"
"154";"(Ref: 443671)";"Cannes";"Snack en Galletas para Perros Sabor Leche Doypack";"450 g";"$1.950"
"155";"(Ref: 443672)";"Cannes";"Snack en Galletas para Perros Sabor Carne Doypack";"450 g";"$1.950"
"156";"(Ref: 594947)";"Buddy Pet";"Charqui de Pollo";"100 g";"$1.990"
"157";"(Ref: 594949)";"Buddy Pet";"Stick Pollo";"100 g";"$1.990"
"158";"(Ref: 577387)";"Traper ";"Acondicionador para Perros Botella";"260 ml";"$1.990"
"159";"(Ref: 560319)";"Buddy Pet";"Collar Suave para Gato con Campana";"";"$1.990"
"160";"(Ref: 560239)";"Buddy Pet";"Shampoo para Perro Cachorro Aroma Piña Botella";"250 ml";"$1.990"
"161";"(Ref: 594952)";"Buddy Pet";"Bastoncitos de Cerdo Ahumado con Centro de Pollo";"100 g";"$1.990"
"162";"(Ref: 560242)";"Buddy Pet";"Shampoo Seco Repelente Pulgas para Perro Eucalipto";"100 g";"$1.990"
"163";"(Ref: 594959)";"Buddy Pet";"Pretzels de Pollo";"100 g";"$1.990"
"164";"(Ref: 560238)";"Buddy Pet";"Shampoo Doble Acción para Perros Aroma Limón Botella";"250 ml";"$1.990"
"165";"(Ref: 560247)";"Buddy Pet";"Colonia para Perritas Aroma Berries Botella";"160 ml";"$1.990"
"166";"(Ref: 594950)";"Buddy Pet";"Trocitos de Pollo Grillado";"100 g";"$1.990"
"167";"(Ref: 577388)";"Traper ";"Shampoo Neutro para Perros Adultos Botella";"260 ml";"$1.990"
"168";"(Ref: 560184)";"Buddy Pet";"Juguete para Perro Caucho Color";"";"$1.990"
"169";"(Ref: 560240)";"Buddy Pet";"Shampoo Repelente Pulgas para Perro Eucalipto";"250 ml";"$1.990"
"170";"(Ref: 560246)";"Buddy Pet";"Shampoo Uso Frecuente para Perro Aroma Coco Botella";"250 ml";"$1.990"
"171";"(Ref: 594951)";"Buddy Pet";"Tiritas Pollo";"100 g";"$1.990"
"172";"(Ref: 560588)";"Buddy Pet";"Plato Anti Hormigas XL";"";"$1.990"
"173";"(Ref: 594957)";"Buddy Pet";"Trocitos de Camote Envueltos en Camote";"100 g";"$1.990"
"174";"(Ref: 633691)";"Buddy Pet";"Plato de acero - Tamaño S";"1 Un";"$1.990"
"175";"(Ref: 689147)";"Buddy Pet";"Pack Bolsas Sanitarias Ecológicas";"4 Un";"$1.990"
"176";"(Ref: 594948)";"Buddy Pet";"Galletas de Maní Envueltas en Pollo";"100 g";"$1.990"
"177";"(Ref: 688553)";"Buddy Pet";"Anillos 100% Natural Sabor Ahumados";"3 Un";"$1.990"
"178";"(Ref: 268088)";"Master Dog";"Galletas para Perro Adulto Sabor Carne";"500 g";"$2.150"
"179";"(Ref: 267794)";"Master Dog";"Galletas para Perros Alimento Fresco Bolsa";"500 g";"$2.150"
"180";"(Ref: 560276)";"Buddy Pet";"Traílla para Perro Diseño 1 Talla S";"";"$2.190"
"181";"(Ref: 253449)";"Dingo";"Snack Bone Small Real Chiken";"1 Un";"$2.190"
"182";"(Ref: 560448)";"Buddy Pet";"Hueso para Perro 6-7";"";"$2.190"
"183";"(Ref: 270909)";"Master Dog";"Galletas para Perro Cachorro Leche Doypack";"500 g";"$2.190"
"184";"(Ref: 560245)";"Buddy Pet";"Collar Repelente de Pulgas para Perros";"";"$2.290"
"185";"(Ref: 560329)";"Buddy Pet";"Collar Repelente de Pulgas para Gatos";"";"$2.290"
"186";"(Ref: 560455)";"Buddy Pet";"Hueso Sabor Hígado para Perro 6-7";"";"$2.290"
"187";"(Ref: 560452)";"Buddy Pet";"Hueso Sabor Carne para Perro 6-7";"";"$2.290"
"188";"(Ref: 560229)";"Buddy Pet";"Porta Bolsas Sanitarias para Perros";"2 Rollos de 20 Un c/u";"$2.290"
"189";"(Ref: 560458)";"Buddy Pet";"Hueso Sabor Pollo para Perro 6-7";"";"$2.290"
"190";"(Ref: 560223)";"Buddy Pet";"Cepillo Doble Rectangular para Perro y Gato";"";"$2.350"
"191";"(Ref: 560220)";"Buddy Pet";"Cepillo Doble para Perro y Gato";"";"$2.390"
"192";"(Ref: 560221)";"Buddy Pet";"Peine Simple para Perro y Gato";"";"$2.390"
"193";"(Ref: 560224)";"Buddy Pet";"Cepillo Simple para Perro y Gato";"";"$2.390"
"194";"(Ref: 560200)";"Buddy Pet";"Juguete Lanza Pelotas para Perro";"";"$2.390"
"195";"(Ref: 617172)";"Traper";"Shampoo Neutro Puppy";"260 ml";"$2.490"
"196";"(Ref: 560309)";"Buddy Pet";"Collar para Perro con Pañuelo Talla M";"";"$2.490"
"197";"(Ref: 560656)";"Buddy Pet";"Snack para Perros";"";"$2.490"
"198";"(Ref: 594955)";"Buddy Pet";"Snack Dent Menta";"5 Un";"$2.690"
"199";"(Ref: 560482)";"Buddy Pet";"Arnés para Perro Diseño 6 Talla S";"";"$2.690"
"200";"(Ref: 560300)";"Buddy Pet";"Arnés para Perro Diseño 5 Talla S";"";"$2.690"
"201";"(Ref: 560440)";"Buddy Pet";"Traílla Plástica para Perro 13x155cm";"";"$2.690"
"202";"(Ref: 471867)";"Dog Chow";"Snacks Perros Abrazzos Integral Mini Caja";"500 g";"$2.790"
"203";"(Ref: 471868)";"Dog Chow";"Snacks Perros Abrazzos Integral Maxi Caja";"500 g";"$2.790"
"204";"(Ref: 688549)";"Buddy Pet";"Hueso Dental Avena Leche";"7 Un";"$2.790"
"205";"(Ref: 257760)";"DOGUICAN";"Collar Antiparasitario para perros";"1 Un";"$2.790"
"206";"(Ref: 471869)";"Dog Chow";"Snacks Perros Abrazzos Integral Dúo Caja";"500 g";"$2.790"
"207";"(Ref: 255811)";"Drag Pharma";"Pipeta antiparasitario externo - Sinpul";"2 ml";"$2.830"
"208";"(Ref: 560456)";"Buddy Pet";"Hueso Sabor Hígado para Perro 7-8";"";"$2.890"
"209";"(Ref: 560453)";"Buddy Pet";"Hueso Sabor Carne para Perro 7-8";"";"$2.890"
"210";"(Ref: 645805)";"Dingo";"Snack Mini Chiken & Carrot 8 en 1";"100 g";"$2.890"
"211";"(Ref: 560459)";"Buddy Pet";"Hueso Sabor Pollo para Perro 7-8";"";"$2.890"
"212";"(Ref: 645804)";"Dingo";"Snack Mini Beef & Apple 8 en 1";"100 g";"$2.890"
"213";"(Ref: 560320)";"Buddy Pet";"Collar de Cuero Liso para Perros N° 1";"";"$2.890"
"214";"(Ref: 645803)";"Dingo";"Snack Mini Lamb & Cranberry 8 en 1";"100 g";"$2.890"
"215";"(Ref: 645806)";"Dingo";"Snack Mini Duck & Plum 8 en 1";"100 g";"$2.890"
"216";"(Ref: 633692)";"Buddy Pet";"Plato de acero - Tamaño M";"1 Un";"$2.890"
"217";"(Ref: 560310)";"Buddy Pet";"Collar para Perro con Pañuelo Talla L";"";"$2.990"
"218";"(Ref: 655368)";"Bionic";"Bebedero Portatil para Perros";"1 Un";"$2.990"
"219";"(Ref: 655373)";"Bionic";"Pelota para la Noche";"1 Un";"$2.990"
"220";"(Ref: 618959)";"Buddy Pet";"Plato para Perro Durable Perlado Tamaño S";"";"$2.990"
"221";"(Ref: 655374)";"Bionic";"Chancho con Cuerda";"1 Un";"$2.990"
"222";"(Ref: 257670)";"Canish";"Shampoo para Perros Hipoalergénico Botella";"390 ml";"$2.990"
"223";"(Ref: 655372)";"Bionic";"Toalla para Mascotas";"1 Un";"$2.990"
"224";"(Ref: 560188)";"Buddy Pet";"Juguete para Perro Caucho, Cuerda y Anillo";"";"$2.990"
"225";"(Ref: 633690)";"Buddy Pet";"Plato Come Lento - Tamaño L";"1 Un";"$2.990"
"226";"(Ref: 655375)";"Bionic";"Pelota Porta Golosinas";"1 Un";"$2.990"
"227";"(Ref: 560244)";"Buddy Pet";"Educador Sanitario para Perros Botella";"230 ml";"$2.990"
"228";"(Ref: 253461)";"Dingo";"Snack Bone Medium Real Chiken";"1 Un";"$3.190"
"229";"(Ref: 560323)";"Buddy Pet";"Collar de Cuero con Chapa N° 1";"";"$3.290"
"230";"(Ref: 617043)";"Traper";"Shampoo Espuma Seca Perros";"170 ml";"$3.290"
"231";"(Ref: 365722)";"Dingo";"Snack Mini 7 Días (7 Un)";"1 Un";"$3.290"
"232";"(Ref: 560302)";"Buddy Pet";"Arnés para Perro Diseño 5 Talla L";"";"$3.490"
"233";"(Ref: 560307)";"Buddy Pet";"Arnés para Perro Diseño 6 Talla L";"";"$3.490"
"234";"(Ref: 256064)";"Sabro Kan";"Alimento Seco para Perros Adultos Sabor Carne y Arroz Bolsa";"3 Kg";"$3.590"
"235";"(Ref: 560585)";"Buddy Pet";"Frisbee para Perros Diámetro";"23, 5 cm";"$3.790"
"236";"(Ref: 560191)";"Buddy Pet";"Juguete para Perro Caucho";"";"$3.890"
"237";"(Ref: 560181)";"Buddy Pet";"Juguete para Perro Caucho Cuerda";"";"$3.890"
"238";"(Ref: 560198)";"Buddy Pet";"Juguete para Perro Caucho, Cuerda 3 Curvas";"";"$3.890"
"239";"(Ref: 560321)";"Buddy Pet";"Collar de Cuero Liso para Perros N° 2";"";"$3.990"
"240";"(Ref: 560208)";"Buddy Pet";"Juguete para Perro Plush Pato";"";"$3.990"
"241";"(Ref: 560197)";"Buddy Pet";"Juguete para Perro Cuerda Larga y Anillo";"";"$3.990"
"242";"(Ref: 655369)";"Bionic";"Dispensador y Bolsas";"1 Un";"$3.990"
"243";"(Ref: 689146)";"Buddy Pet";"Pack Bolsas Sanitarias Ecológicas";"8 Un";"$3.990"
"244";"(Ref: 655370)";"Bionic";"Bowl Expandible";"1 Un";"$3.990"
"245";"(Ref: 560179)";"Buddy Pet";"Juguete para Perro Caucho con Rayas";"";"$3.990"
"246";"(Ref: 296910)";"Sinpul";"Shampoo Antiparasitario Botella";"300 ml";"$4.190"
"247";"(Ref: 236842)";"Dingo";"Snack Large Bone Real Chiken";"1 Un";"$4.190"
"248";"(Ref: 339949)";"Dingo";"Snack Mini Dental (7 Un)";"1 Un";"$4.290"
"249";"(Ref: 560324)";"Buddy Pet";"Collar de Cuero con Chapa N° 2";"";"$4.290"
"250";"(Ref: 560205)";"Buddy Pet";"Juguete para Perro Plush Ganzo";"";"$4.390"
"251";"(Ref: 261989)";"Cachupin";"Alimento Perro Adulto Carne y Arroz";"3 Kg";"$4.390"
